texto,objeto_contrato,valor_contrato,multi_anchor_id_ato,multi_anchor_id_dodf,pdf_gold
"EXTRATOS DE INSTRUMENTOS CONTRATUAIS
Processo: 070-000.534/2015 - ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural.
NUMERO: 000040/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de
Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal - Seagri, por delegacao
da Companhia Imobiliaria de Brasilia - Terracap como concedente e JOSE MOREIRA DE SIQUEIRA,
produtor rural, CPF 098.858.031-49, como concessionario. OBJETO: Chacara Sao Francisco no 04, Nucleo
Rural Corrego das Corujas, R.A. IX, Ceilandia/DF, com area de 2,5051 hectares. EMBASAMENTO
LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas,
ainda, as disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do
Distrito Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei
Complementar no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia - TERRACAP, do
Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de
Regularizacao das Areas Publicas Rurais do Distrito Federal - COREG, criado pela Lei no 5.346/2014.
VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE
ASSINATURA: 02/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO:
JOSE MOREIRA DE SIQUEIRA.","Chacara Sao Francisco no 04, Nucleo
Rural Corrego das Corujas, R.A. IX, Ceilandia/DF, com area de 2,5051 hectares","2,50",10_11.10.2019-R20,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"Processo: 070-000.780/2011 - ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural.
NUMERO: 000043/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de
Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal - Seagri, por delegacao
da Companhia Imobiliaria de Brasilia - Terracap como concedente e EICHI HAYAKAWA, produtor rural,
CPF 003.099.901-49, como concessionario. OBJETO: Lote no 03, Colonia Agricola Riacho Fundo, R.A.
XVII, Riacho Fundo/DF, com area de 11,1633 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal
no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes
constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do
Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no
803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia - TERRACAP, do Decreto no
26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de
Regularizacao das Areas Publicas Rurais do Distrito Federal - COREG, criado pela Lei no 5.346/2014.
VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE
ASSINATURA: 02/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO:
EICHI HAYAKAWA.",,"11,16",10_11.10.2019-R21,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"Processo: 070-000.884/2012 - ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural.
NUMERO: 000042/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de
Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal - Seagri, por delegacao
da Companhia Imobiliaria de Brasilia - Terracap como concedente e PAULO PEREIRA DE MACEDO,
produtor rural, CPF 606.349.601-72, como concessionario. OBJETO: Lote no 18 E 19, Colonia Agricola
Buriti Vermelho, R.A. VII, Paranoa/DF, com area de 3,704 hectares. EMBASAMENTO LEGAL: art. 18
da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as
disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito
Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar
no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia - TERRACAP, do Decreto no
26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de
Regularizacao das Areas Publicas Rurais do Distrito Federal - COREG, criado pela Lei no 5.346/2014.
VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE
ASSINATURA: 03/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO:
PAULO PEREIRA DE MACEDO.","Lote no 18 E 19, Colonia Agricola
Buriti Vermelho, R.A. VII, Paranoa/DF, com area de 3,704 hectares","3,70",10_11.10.2019-R22,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"Processo: 070-001.172/2010 - ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural.
NUMERO: 000039/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de
Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal - Seagri, por delegacao
da Companhia Imobiliaria de Brasilia - Terracap como concedente e TEREZINHA APARECIDA LOULY
ALBERNAZ, produtora rural, CPF 128.371.131-15, como concessionario. OBJETO: Lote no 51, Nucleo
Rural Santos Dumont, R.A. VI, Planaltina/DF, com area de 87,9162 hectares. EMBASAMENTO LEGAL:
art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as
disposicoes constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito
Federal, do Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar
no 803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia - TERRACAP, do Decreto no
26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de
Regularizacao das Areas Publicas Rurais do Distrito Federal - COREG, criado pela Lei no 5.346/2014.
VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE
ASSINATURA: 03/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIA:
TEREZINHA APARECIDA LOULY ALBERNAZ.","Lote no 51, Nucleo
Rural Santos Dumont, R.A. VI, Planaltina/DF, com area de 87,9162 hectares","87,91",10_11.10.2019-R23,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"Processo: 070-001.097/2011 - ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural.
NUMERO: 000041/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de
Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal - Seagri, por delegacao
da Companhia Imobiliaria de Brasilia - Terracap como concedente e ANTONIO TEMOTEO DA SILVA,
produtor rural, CPF 443.372.301-06, como concessionario. OBJETO: Chacara no 03, Nucleo Rural
Sarandy, R.A. VI, Planaltina/DF, com area de 3,03 hectares. EMBASAMENTO LEGAL: art. 18 da Lei
Federal no 12.024/2009; Lei n 5.803/2017; Decreto no 38.125/2017; observadas, ainda, as disposicoes
constitucionais e legais especificas, da Lei Federal no 8.666/1993, da Lei Organica do Distrito Federal, do
Plano Diretor de Ordenamento Territorial do Distrito Federal aprovado pela Lei Complementar no
803/2009, do Estatuto Social da Companhia Imobiliaria de Brasilia - TERRACAP, do Decreto no
26.196/2005 e do Estatuto da Terra (Lei Federal no 4.504/1964), e a aprovacao do Conselho de
Regularizacao das Areas Publicas Rurais do Distrito Federal - COREG, criado pela Lei no 5.346/2014.
VIGENCIA: 30 (trinta) anos contados a partir da data de assinatura do contrato. DATA DE
ASSINATURA: 08/10/2019. P/CONCEDENTE: Dilson Resende de Almeida. P/CONCESSIONARIO:
ANTONIO TEMOTEO DA SILVA.","Chacara no 03, Nucleo Rural
Sarandy, R.A. VI, Planaltina/DF, com area de 3,03 hectares","3,03",10_11.10.2019-R24,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"Processo: 070-002.231/2016 - ESPECIE: Contrato de Concessao de Uso Oneroso de Imovel Rural.
NUMERO: 000044/2019-SEAGRI. CONTRATANTES: Distrito Federal, por intermedio da Secretaria de
Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal - Seagri, por delegacao
da Companhia Imobiliaria de Brasilia - Terracap como concedente e INSTITUTO DE TERAPIAS
INTEGRATIVAS E PERMACULTURA, produtor rural, CNPJ 33.453.895/0001-79, como concessionario.
OBJETO: Chacara no 12, Sao Sepe, Nucleo Rural Corrego do Urubu, R.A. XVII, Lago Norte/DF, com area
de 2,9927 hectares. EMBASAMENTO LEGAL: art. 18 da Lei Federal no 12.024/2009; Lei n 5.803/2017;
Decreto no 38.125/2017; observadas, ainda, as disposicoes constitucionais e legais especificas, da Lei
Federal no 8.666/1993, da Lei Organica do Distrito Federal, do Plano Diretor de Ordenamento Territorial
do Distrito Federal aprovado pela Lei Complementar no 803/2009, do Estatuto Social da Companhia
Imobiliaria de Brasilia - TERRACAP, do Decreto no 26.196/2005 e do Estatuto da Terra (Lei Federal no
4.504/1964), e a aprovacao do Conselho de Regularizacao das Areas Publicas Rurais do Distrito Federal
- COREG, criado pela Lei no 5.346/2014. VIGENCIA: 30 (trinta) anos contados a partir da data de
assinatura do contrato. DATA DE ASSINATURA: 01/10/2019. P/CONCEDENTE: Dilson Resende de
Almeida. P/CONCESSIONARIO: HOMERO FERNANDES BERNARDO.","Chacara no 12, Sao Sepe, Nucleo Rural Corrego do Urubu, R.A. XVII, Lago Norte/DF, com area
de 2,9927 hectares","2,99",10_11.10.2019-R25,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"EXTRATO DO CONTRATO N 1/2019
Processo: 00303-00000580/2019-30. PARTES: ADMINISTRACAO REGIONAL DO VARJAO e
REZENDE E AQUINO LTDA: Dispensa de Licitacao N 1/2019. OBJETO: Aquisicao de materiais
permanentes, Item 1, 20 (vinte) mesas 70x70 de plastico resistente, Item 2, 100 (cem) cadeiras de
plastico resistente, capacidades de peso: 182 kg, conforme detalhado nos autos. NOTA DE
EMPENHO: 2019NE00140. DA VIGENCIA: 90 (noventa) dias. Contrato substituido pela Nota de
Empenho mencionada, conforme preve o art. 62 da Lei n 8.666/93. DO VALOR: R$ 3.540,00.
SIGNATARIOS: Pelo DISTRITO FEDERAL: NAIR QUEIROZ PESSOA, na qualidade de
Administradora Regional. Pela CONTRATADA: VANESSA MENDEZ REZENDE AQUINO, na
qualidade de Representante Legal.","Aquisicao de materiais
permanentes, Item 1, 20 (vinte) mesas 70x70 de plastico resistente, Item 2, 100 (cem) cadeiras de
plastico resistente, capacidades de peso: 182 kg, conforme detalhado nos autos.","3.540,00",10_11.10.2019-R3,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"EXTRATO DO CONTRATO N 2/2019
Processo: 00303-00000617/2019-20. PARTES: ADMINISTRACAO REGIONAL DO VARJAO e
MARCOS ANTONIO DE BARROS: Dispensa de Licitacao N 2/2019. OBJETO: Aquisicao de
material permanente, 2 (duas) Tendas modelo piramidal no tamanho 6X6 com fechamentos laterais,
conforme detalhado nos autos. NOTA DE EMPENHO: 2019NE00143. DA VIGENCIA: 90 (noventa)
dias. Contrato substituido pela Nota de Empenho mencionada, conforme preve o art. 62 da Lei n
8.666/93. DO VALOR: R$ 7.400,00. SIGNATARIOS: Pelo DISTRITO FEDERAL: NAIR QUEIROZ
PESSOA, na qualidade de Administradora Regional. Pela CONTRATADA: MARCOS ANTONIO DE
BARROS, na qualidade de Representante Legal.","Aquisicao de
material permanente, 2 (duas) Tendas modelo piramidal no tamanho 6X6 com fechamentos laterais,
conforme detalhado nos autos.","7.400,00",10_11.10.2019-R4,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"EXTRATO DO CONTRATO No 011/2019
EXTRATO DO CONTRATO No 011/2019-DF LEGAL, SIGGO No 039722. Processo: 04017-
00002076/2019-41, firmado entre a SECRETARIA DE ESTADO DE PROTECAO DA ORDEM
URBANISTICA DO DISTRITO FEDERAL-DF LEGAL x ES COMERCIO DE ELETRODOMESTICOS
LTDA-EPP: O presente instrumento, tem por objeto aquisicao de aparelhos de ar condicionado, com
instalacao simples, tipo Split com Sistema Inverter, item 07; PE n 0122/2018 ;Unidade Orcamentaria:
63101; Programa de Trabalho: 04.122.6003.8517.0125;Natureza da Despesa: 44.90.52; Fonte de Recursos:
100; no valor de R$ 60.000,00 (sessenta mil reais), conforme Nota de Empenho no 2019NE00215, emitida
em 26/09/2019, sob o evento no 400091, na modalidade estimativo. O Contrato tera vigencia de 120 (cento
e vinte) dias, assinado em 07/10/2019. Pelo DISTRITO FEDERAL: GEORGEANO TRIGUEIRO
FERNANDES, na qualidade de Secretario de Estado de Protecao da Ordem Urbanistica do Distrito Federal-
DF LEGAL; e Pela contratada: PAULO RICARDO ARTUS, na qualidade de Representante Legal.","O presente instrumento, tem por objeto aquisicao de aparelhos de ar condicionado, com
instalacao simples, tipo Split com Sistema Inverter, item 07","60.000,00",10_11.10.2019-R58,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"EXTRATO DO CONTRATO No 012/2019
EXTRATO DO CONTRATO No 012/2019-DF LEGAL, SIGGO No 039756. Processo: 04017-
00001961/2019-11,firmado entre a SECRETARIA DE ESTADO DE PROTECAO DA ORDEM
URBANISTICA DO DISTRITO FEDERAL-DF LEGAL x RR CLIMATIZACAO LTDA ME: O presente
instrumento, tem por objeto aquisicao de aparelhos de ar condicionado, com instalacao simples, tipo Split com
Sistema Inverter, itens 01,03 e 06; PE n 0122/2018 ;Unidade Orcamentaria: 63101; Programa de Trabalho:
04.122.6003.8517.0125;Natureza da Despesa: 44.90.52; Fonte de Recursos: 100; no valor de R$ 108.365,00
(cento e oito mil trezentos e sessenta e cinco reais) , conforme Nota de Empenho no 2019NE00216, emitida
em 26/09/2019, sob o evento no 400091, na modalidade estimativo. O Contrato tera vigencia de 120 (cento e
vinte) dias, assinado em 09/10/2019. Pelo DISTRITO FEDERAL: GEORGEANO TRIGUEIRO
FERNANDES, na qualidade de Secretario de Estado de Protecao da Ordem Urbanistica do Distrito Federal-
DF LEGAL; e Pela Contratada: ROSANIA GUERRA CHAVES, na qualidade de Socia Gerente.","O presente
instrumento, tem por objeto aquisicao de aparelhos de ar condicionado, com instalacao simples, tipo Split com
Sistema Inverter, itens 01,03 e 06","108.365,00",10_11.10.2019-R59,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"EXTRATO DO CONTRATO DE AQUISICAO DE BENS No 053/2019
NOS TERMOS DO PADRAO No 07/2002
INSTITUIDO PELO DECRETO/DF N 23.287/2002
Processo: 00050.000.62452/2018-36. n.o SIGGO 039601.Partes: o Distrito Federal, por meio da
SECRETARIA DE ESTADO DE SEGURANCA PUBLICA DO DISTRITO FEDERAL e a empresa
SENTINELA DO VALE COMERCIAL EIRELI, inscrita no CNPJ No 29.843.035/0001-74. Do Objeto:
aquisicao de 18 (dezoito) bebedouros de inox, para atender demandas de unidades da Secretaria de
Estado de Seguranca Publica do Distrito Federal, consoante especifica o Edital de Pregao Eletronico
no 11/2018-SSPDF. Do valor: O valor total do contrato e de R$ 14.327,64 (quatorze mil trezentos e
vinte e sete reais e sessenta e quatro centavos). Unidade Orcamentaria: 24101. Programa de Trabalho:
06.181.6217.3419.0002. Natureza da Despesa: 44.90.52. Fonte de Recurso: 100. Da vigencia: 90 dias
a partir da data de sua assinatura. Da data da assinatura: 08/10/2019. Signatarios: pelo Distrito
Federal: ANDERSON GUSTAVO TORRES, Secretario de Estado de Seguranca Publica do Distrito
Federal; pela Contratada: JEAN CARLOS SESTREM, Representante Legal.","aquisicao de 18 (dezoito) bebedouros de inox, para atender demandas de unidades da Secretaria de
Estado de Seguranca Publica do Distrito Federal, consoante especifica o Edital de Pregao Eletronico
no 11/2018-SSPDF.","14.327,64",10_11.10.2019-R60,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"EXTRATO DO CONTRATO DE AQUISICAO DE BENS No 068/2019
NOS TERMOS DO PADRAO No 01/2002
INSTITUIDO PELO DECRETO/DF N 23.287/2002
Processo: 00050-35881/2019-11. n.o SIGGO 039807.Partes: o Distrito Federal, por meio da
SECRETARIA DE ESTADO DE SEGURANCA PUBLICA DO DISTRITO FEDERAL e a empresa
BERNARDO DE SA CONSTRUTORA INCORPORADORA LTDA, inscrita no CNPJ No
09.248.466/0001-85. Do Objeto: prestacao de servicos de empresa especializada para substituicao das
telhas e recuperacao da impermeabilizacao dos elementos da cobertura e das fachadas cegas (laterais)
do Edificio Sede da Secretaria de Seguranca Publica do Distrito Federal, consoante especifica o Edital
de Pregao Eletronico no 25/2019-SSPDF. Do valor: O valor total do contrato e de R$ 173.799,00
(cento e setenta e tres mil, setecentos e noventa e nove reais). Unidade Orcamentaria: 24101.
Programa de Trabalho: 06.181.6002.2396.5347. Natureza da Despesa: 33.90.39. Fonte de Recurso:
100. Da vigencia: 150 (cento e cinquenta) dias a partir da data de sua assinatura, podendo ser
prorrogado por uma vez por igual periodo, desde que ocorra motivo justificado e aceito pela
Administracao. Da data da assinatura: 08/10/2019. Signatarios: pelo Distrito Federal: ANDERSON
GUSTAVO TORRES, Secretario de Estado de Seguranca Publica do Distrito Federal; pela Contratada:
BERNARDO JOSE DE SA FILHO, Representante Legal.","prestacao de servicos de empresa especializada para substituicao das
telhas e recuperacao da impermeabilizacao dos elementos da cobertura e das fachadas cegas (laterais)
do Edificio Sede da Secretaria de Seguranca Publica do Distrito Federal, consoante especifica o Edital
de Pregao Eletronico no 25/2019-SSPDF.","173.799,00",10_11.10.2019-R61,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"EXTRATO DO CONTRATO BRB 161/2019
Contratante: BRB - Banco de Brasilia S.A. Contratada: S. Medeiros & Morais LTDA. - ME. Contrato
BRB 161/2019. Modalidade: Pregao Eletronico n 024/2019. Objeto: contratacao de empresa para
prestacao de servicos especializados na avaliacao de desempenho dos integrantes dos orgaos de
governanca. Vigencia: 30/9/2019 a 29/9/2020. Valor: R$ 169.998,00 (cento e sessenta e nove mil,
novecentos e noventa e oito reais). Gestora: Lea Rodrigues Paes Leme. Signataria pelo BRB: Lea
Rodrigues Paes Leme; e pela Contratada: Sandro Morais de Medeiros. Processo no: 041.000.096/2019.
As despesas decorrentes do presente Contrato correrao com base no Orcamento de Investimentos e
Dispendios, Natureza 4 - dispendio das estatais e Fonte 1 - geracao propria. Jean Felippe Mazepas -
Gerente de Area.","contratacao de empresa para
prestacao de servicos especializados na avaliacao de desempenho dos integrantes dos orgaos de
governanca.","169.998,00",10_11.10.2019-R7,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"EXTRATO DE CONTRATO
O BRB - Banco de Brasilia S.A. torna publica a celebracao do contrato de patrocinio junto a Souza Gomes
Empreendimentos Culturais Ltda, projeto ""BRB Stand Up Brasilia"", pelo valor global de R$40.000,00
(quarenta mil reais). Nota Executiva PRESI/SUMAR/GEPAR - 2019/054. Contrato: 169/2019. Assinatura:
27/9/2019. Vigencia: 120 dias apos a assinatura. Signatarios pelo BRB: Karoline Vieira da Cunha. Pelo
Contratado: Andre Luiz de Soua Gomes. Executor: Karoline Vieira da Cunha. Processo: 936/2019.","projeto ""BRB Stand Up Brasilia""","40.000,00",10_11.10.2019-R8,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"EXTRATO DO CONTRATO No 16//2019
Extrato do Contrato no 16/2019, celebrado entre a Companhia de Planejamento do Distrito Federal -
CODEPLAN e a empresa LOCKTEC Chaves Carimbos e Seguranca Eireli-Me. CNPJ no.
23.043.280/0001-10. Processo: 00121.0000.1497/2019-52. Objeto: Contratacao de empresa especializada
na prestacao de servicos de confeccao copias e modelagens de chaves, instalacao, consertos e aberturas de
fechaduras, troca de segredos, para atender as necessidades destes Companhia. Data da assinatura:
07/10/2019. Programa de Trabalho: 04122600385170104, Nota de Empenho no 2018NE00420, datada de
06/09/2019, Fonte: 100, Natureza de Despesa 339039, Valor: 6.660,00 (seis mil, seiscentos e sessenta
reais). Vigencia: 12 (doze) meses, improrrogaveis, a contar da data da assinatura. Assinam pela
CODEPLAN: JEANSLEY CHARLLES DE LIMA, Presidente, e JULIANA DIAS GUERRA NELSON
FERREIRA CRUZ, Diretora Administrativa e Financeira. Pela Contratada: MARQUENES BATISTA DE
PAULA, Proprietario.","Contratacao de empresa especializada
na prestacao de servicos de confeccao copias e modelagens de chaves, instalacao, consertos e aberturas de
fechaduras, troca de segredos, para atender as necessidades destes Companhia","6.660,00",10_11.10.2019-R9,10_11.10.2019,DODF 195 11-10-2019 INTEGRA.pdf
"EXTRATO DE CONTRATO
Contratante: Administracao Regional de Sobradinho II. Contratada: Empresa Forca e Acao Comercio e
Eventos Ltda, CNPJ: 02.980.776/0001-40. Objeto do contrato: Para servicos relacionados ao processo no
304-00001023/2019-16, contrato SEI no 039814 - referente a a prestacao de servicos de Show Artisticos
Esportes com Manobras Radicais, para a realizacao da comemoracao do Trigesimo Aniversario de
Sobradinho II, a ser realizado no dia 18 de outubro de 2019, prestados pela Empresa Forca e Acao e
Comercio e Evento LTDA. Valor do Contrato: R$ 10.000,00 (dez mil reais). Signatario pela
Administracao: ALEXANDRE DE JESUS SILVA YANEZ. Signatarios pela Contratada: FABIO
ROLIM.","Para servicos relacionados ao processo no
304-00001023/2019-16, contrato SEI no 039814 - referente a a prestacao de servicos de Show Artisticos
Esportes com Manobras Radicais, para a realizacao da comemoracao do Trigesimo Aniversario de
Sobradinho II, a ser realizado no dia 18 de outubro de 2019, prestados pela Empresa Forca e Acao e
Comercio e Evento LTDA","10.000,00",11_30.10.2019-R1,11_30.10.2019,DODF 207 30-10-2019 INTEGRA.pdf
"EXTRATO DO CONTRATO BRB 189/2019
Contratante: BRB - Banco de Brasilia S.A. Contratada: MR Solucoes Empresariais LTDA. Contrato BRB
189/2019. Modalidade: Dispensa de Licitacao, com base no inciso II do Art. 4 do Regulamento de Licitacoes
e Contratos do BRB. Objeto: Prestacao de servicos de consultoria para construcao de indicadores de
desempenho da carteira de credito da Financeira BRB. Vigencia: 17/10/2019 a 16/01/2020. Valor: R$37.500,00
(trinta e sete mil e quinhentos reais). Gestor: Giovanni de Almeida Carvalho. Signatario pelo BRB: Carlos
Antonio Vieira Fernandes; e pela Contratada: Lore Margarete Manica Ribeiro. Processo no 041.000.829/2019.
As despesas decorrentes do presente Contrato correrao com base no Orcamento de Investimentos e Dispendios,
Natureza 4 - dispendio das estatais e Fonte 1 - geracao propria. Patricia Goncalves Ribeiro Ortiz - Gerente de
Area e.e.","Prestacao de servicos de consultoria para construcao de indicadores de
desempenho da carteira de credito da Financeira BRB.","37.500,00",11_30.10.2019-R2,11_30.10.2019,DODF 207 30-10-2019 INTEGRA.pdf
"EXTRATO DE CONTRATO
A BRB - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A. torna publica a celebracao do contrato
de patrocinio junto ao Sindilegis, projeto ""Gente que Inspira"", pelo valor global de R$ 120.000,00 (cento
e vinte mil reais). Nota Executiva DIFAD/SUFAD/GERGE - 2019/118. Contrato: 2019/001. Assinatura:
25/10/2019. Vigencia: 90 dias apos a assinatura. Signatarios pelo BRB: Carlos Antonio Vieira Fernandes.
Pelo Contratado: Petrus Elesbao Lima da Silva. Processo: 1093/2019.","projeto ""Gente que Inspira""","120.000,00",11_30.10.2019-R3,11_30.10.2019,DODF 207 30-10-2019 INTEGRA.pdf
"EXTRATO DO CONTRATO No 80/2019
Processo: 00113-00014957/2019-93, SIGGO no 040011; Contratante: DEPARTAMENTO DE
ESTRADAS DE RODAGEM DO DISTRITO FEDERAL, CNPJ 00.070.532/0001-03;Contratada:
MULTSERVICOS CONSTRUCAO E CONSERVACAO EIRELI., CNPJ 00.434.092 /0001- 18; Objeto:
Contratacao no regime de empreitada por preco unitario para a execucao das obras para construcao
e sinalizacao de ciclovia na DF-483, SRDF 483EDF0010 ao 483EDF030, no subtrecho compreendido
entre o entroncamento de acesso ao Gama e o entroncamento com a avenida alagado em Santa Maria;
FUNDAMENTACAO LEGAL: Edital de Tomada de Precos no 004/2019 - DER-DF, Lei no 8.666 de
21/06/1993; VALOR: R$ 651,389,71 (seiscentos e cinquenta e um reais e trinta e nove centavos e
setenta e  um centavos); DOTACAO ORCAMENTARIA:  Programa de Trabalho:
26.451.6216.3090.0002 - Implantacao de Infraestrutura de Ciclovias na DF-483 entre Santa Maria e
Gama, Natureza da Despesa: 449051, Fonte de Recursos: 100 ID 6 - Emenda Parlamentar Distrital
no 01256.01; NOTA DE EMPENHO: 2019NE01794, emitida em 25/10/2019, na modalidade
GLOBAL, no valor de R$ 651,389,71 (seiscentos e cinquenta e um reais e trinta e nove centavos e
setenta e um centavos), FT 100 ID 6 - Emenda Parlamentar Distrital no 01256.01, em favor da
MULTSERVICOS CONSTRUCAO E CONSERVACAO EIRELI.; GARANTIA: 5% do valor deste
Contrato que corresponde a R$ 32.569,49 (trinta e dois mil quinhentos e sessenta e nove reais e
quarenta e nove centavos); VIGENCIA: O prazo de vigencia contratual tera inicio na data da
assinatura do Contrato e expirar-se-a 30 (trinta) dias apos o termino do prazo de execucao;
EXECUCAO: 120 (cento e vinte) dias; DATA DA ASSINATURA: 25/10/2019; ASSINANTES: Pelo
DER/DF: Diretor Geral Substituto Eng. FABIO CARDOSO DA SILVA; Pela Contratada: RENILSON
CAETANO FERREIRA.","Contratacao no regime de empreitada por preco unitario para a execucao das obras para construcao
e sinalizacao de ciclovia na DF-483, SRDF 483EDF0010 ao 483EDF030, no subtrecho compreendido
entre o entroncamento de acesso ao Gama e o entroncamento com a avenida alagado em Santa Maria;","651,389,71",11_30.10.2019-R32,11_30.10.2019,DODF 207 30-10-2019 INTEGRA.pdf
